year,combinedStatus,fullName,sortName,primaryNationality,secondaryNationality,tertiaryNationality,gender,photoUrl,photoCredit,type,lastStatus,typeOfDeath,status,employedAs,organizations,jobs,coverage,mediums,country,location,region,state,locality,province,localOrForeign,sourcesOfFire,motiveConfirmed,accountabilityCrossfire,accountabilityAssignment,impunityMurder,tortured,captive,threatened,charges,motive,lengthOfSentence,healthProblems,impCountry,entry,sentenceDate,sentence,locationImprisoned
,Confirmed,Mehmood Khan,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,DawnNews,Camera Operator,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports","Television,Internet",Pakistan,Quetta,,,Quetta,,Local,Political Group,Confirmed,,,,No,No,No,,,,,,,,,
,Confirmed,Mohammad Nasir Mudasir ,,Afghanistan,,,Male,,,Journalist,,Murder,Killed,Staff,Melli Paigham Radio,Editor,,Radio,Afghanistan,"Mohammed Agha District, Logar Province",,,"Mohammed Agha District, Logar Province","Mohammed Agha District, Logar Province",Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Mohammed Eissa,,Syria,,,Male,,,Journalist,,Murder,Killed,Staff,Nateq Network,"Photographer,Internet Reporter",War,Internet,Syria,Deir al-Zour,,,Deir al-Zour,,Local,Political Group,Confirmed,,,Complete Impunity,No,Yes,Yes,,,,,,,,,
,Confirmed,Mohammed Ghalib al-Majidi,,Yemen,,,Male,,,Journalist,,Crossfire,Killed,Freelance,Freelance,"Camera Operator,Photographer,Internet Reporter","Human Rights,Politics,War",Internet,Yemen,Taiz,,,Taiz,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Mohammed Sayyed Hassan,,Syria,,,Male,,,Journalist,,Crossfire,Killed,Staff,"All4Syria, Al-Nabaa Media Center","Photographer,Editor,Internet Reporter",War,Internet,Syria,Atareb,,,Atareb,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Mohsen Khazaei,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/MohsenKhazaei-Syria-Killed-IRIBscrnsht225.jpg,"Screenshot, IRIB News Agency video",Journalist,,Crossfire,Killed,Staff,Islamic Republic of Iran Broadcasting,Broadcast Reporter,War,Television,Syria,Aleppo,,,Aleppo,,Foreign,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Mubarak al-Abadi,,Yemen,,,Male,,,Journalist,,Crossfire,Killed,Staff,Nabaa Media Foundation,"Broadcast Reporter,Camera Operator,Photographer,Producer","Politics,War",Television,Yemen,"Al-Ghail, Al-Jawf Province",,,"Al-Ghail, Al-Jawf Province","Al-Ghail, Al-Jawf Province",Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Mustafa Abdul Hassa,,Syria,,,Male,,,Journalist,,Murder,Killed,Staff,Shaam News Network,Internet Reporter,War,Internet,Syria,Deir al-Zour,,,Deir al-Zour,,Local,Political Group,Confirmed,,,Complete Impunity,No,Yes,Yes,,,,,,,,,
,Confirmed,Mustafa Said,,Iraq,,,Male,,,Journalist,,Crossfire,Killed,Staff,Kurdistan TV,Camera Operator,War,Television,Iraq,Mosul,,,Mosul,,Local,Political Group,Confirmed,,,,No,No,No,,,,,,,,,
,Confirmed,Naimatullah Zaheer,,Afghanistan,,,Male,,,Journalist,,Crossfire,Killed,Staff,Ariana News,Broadcast Reporter,"Culture,Politics,War",Television,Afghanistan,"Lashkar Gah, Helmand Province",,,"Lashkar Gah, Helmand Province","Lashkar Gah, Helmand Province",Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Niraz Saeed,,Syria,Israel and the Occupied Palestinian Territory,,Male,,,Journalist,Killed,Unknown,Killed,Freelance,Freelance,Photographer,"Human Rights,War","Print,Internet",Syria,Unknown,,,Unknown,,Local,Government Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Osama Jumaa,,Syria,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Osama-Jumaa-ImagesLive-1.jpg,"Osama Jumaa, a photographer and video journalist, was killed while covering the rescue of civilians after a bombardment in Syria. (Images Live)",Journalist,,Crossfire,Killed,Staff,Images Live,"Camera Operator,Photographer",War,"Television,Internet",Syria,Aleppo,,,Aleppo,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Pavel Sheremet,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/07202016UkrainePavelSheremetAPSergeiChusavkov250.jpg,Sergei Chusavkov/AP,Journalist,,Murder,Killed,Staff,"Ukrainska Pravda, Radio Vesti","Broadcast Reporter,Internet Reporter","Corruption,Crime,Politics","Radio,Internet",Ukraine,Kiev,,,Kiev,,Foreign,Unknown Fire,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Rajdev Ranjan,,India,,,Male,,,Journalist,,Murder,Killed,Staff,Hindustan,Print Reporter,"Corruption,Crime,Politics",Print,India,"Siwan, Bihar",,,"Siwan, Bihar",,Local,Criminal Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Rohat Aktaş,,Turkey,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/rohat-aktas4502.jpg,Azadiya Welat,Journalist,,Unknown,Killed,Staff,Azadiya Welat,"Editor,Print Reporter","Politics,War",Print,Turkey,Cizre,,,Cizre,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Sagal Salad Osman,,Somalia,,,Female,,,Journalist,,Murder,Killed,Staff,Radio Mogadishu,Broadcast Reporter,Culture,Radio,Somalia,Mogadishu,,,Mogadishu,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Saif Talal,,Iraq,,,Male,,,Journalist,,Murder,Killed,Staff,Al-Sharqiya,Broadcast Reporter,War,Television,Iraq,"Baquba, Diyala province",,,"Baquba, Diyala province","Baquba, Diyala province",Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Samer Mohammed Aboud,,Syria,,,Male,,,Journalist,,Murder,Killed,Staff,"Free Deir al-Zour Radio, Development Interaction Network","Broadcast Reporter,Internet Reporter",War,"Radio,Internet",Syria,Deir al-Zour,,,Deir al-Zour,,Local,Political Group,Confirmed,,,Complete Impunity,No,Yes,Yes,,,,,,,,,
,Confirmed,Sami Jawdat Rabah,,Syria,,,Male,,,Journalist,,Murder,Killed,Staff,Syrian Observatory for Human Rights,"Photographer,Internet Reporter",War,Internet,Syria,Deir al-Zour,,,Deir al-Zour,,Local,Political Group,Confirmed,,,Complete Impunity,No,Yes,Yes,,,,,,,,,
,Confirmed,Shehzad Ahmed,,Pakistan,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,Aaj News,Camera Operator,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports",Television,Pakistan,Quetta,,,Quetta,,Local,Political Group,Confirmed,,,,No,No,No,,,,,,,,,
,Confirmed,Soe Moe Tun ,,Myanmar,,,Male,,,Journalist,,Murder,Killed,Staff,Daily Eleven,Print Reporter,"Corruption,Crime",Print,Myanmar,Monywa,,,Monywa,,Local,Unknown Fire,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Taha Shawkat Al-Halou,,Syria,,,Male,,,Journalist,,Crossfire,Killed,Freelance,Freelance,"Photographer,Internet Reporter",War,Internet,Syria,"Daret Ezza, Aleppo province",,,"Daret Ezza, Aleppo province","Daret Ezza, Aleppo province",Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Zabihullah Tamanna,,Afghanistan,,,Male,,,Journalist,,Crossfire,Killed,Freelance,National Public Radio,Producer,"Culture,Human Rights,Politics,War","Print,Radio,Internet",Afghanistan,"Marjah district, Helmand province",,,"Marjah district, Helmand province","Marjah district, Helmand province",Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Zaher al-Shurqat,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Zaher-al-Shurqat200.jpg,AP,Journalist,,Murder,Killed,Staff,Aleppo Today,Broadcast Reporter,War,Internet,Turkey,Gaziantep,,,Gaziantep,,Foreign,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
2015,Confirmed,Abdullah Qabil,,Yemen,,,Male,,,Journalist,,Crossfire,Killed,Staff,"Yemen Youth TV, Belqees TV",Broadcast Reporter,"Politics,War",Television,Yemen,Dhamar,,,Dhamar,,Local,Military Officials,Confirmed,,,,No,Yes,No,,,,,,,,,
,Confirmed,Adam Juma,,South Sudan,,,Male,,,Journalist,,Murder,Killed,Staff,Raja FM,Broadcast Reporter,"Politics,War",Radio,South Sudan,Western Bahr al Ghazal state,,Western Bahr al Ghazal state,Western Bahr al Ghazal state,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Adam Ward,,USA,,,Male,,,Journalist,,Dangerous Assignment,Killed,Staff,WDBJ7,Camera Operator,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports",Television,USA,"Smith Mountain Lake, Virginia",,,"Smith Mountain Lake, Virginia",,Local,Local Residents,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Adel Sayegh ,,Iraq,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Adel-Sayegh200.jpg,Photo courtesy of the family,Journalist,,Murder,Killed,Staff,Salaheddin TV,"Camera Operator,Photographer","Politics,War",Television,Iraq,Mosul,,,Mosul,,Local,Political Group,Confirmed,,,Complete Impunity,No,Yes,No,,,,,,,,,
,Confirmed,Ahmed Abu al-Hamza,,Syria,,,Male,,,Journalist,,Crossfire,Killed,Staff,"SMART News Agency, Hama Media Center","Camera Operator,Photographer",War,Internet,Syria,"Sukayk, Hama province",,,"Sukayk, Hama province","Sukayk, Hama province",Local,Military Officials,Confirmed,,,,No,No,No,,,,,,,,,
,Confirmed,Ahmed Mohamed al-Mousa,,Syria,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Ahmed-Mohamed-al-Mousa200.jpg,(Photo courtesy of Raqqa is Being Slaughtered Silently),Journalist,,Murder,Killed,Staff,Raqqa is Being Slaughtered Silently,Editor,"Human Rights,Politics,War",Internet,Syria,Idlib,,,Idlib,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Alison Parker,,USA,,,Female,,,Journalist,,Dangerous Assignment,Killed,Staff,WDBJ7,Broadcast Reporter,"Business,Corruption,Crime,Culture,Human Rights,Politics,Sports",Television,USA,"Smith Mountain Lake, Virginia",,,"Smith Mountain Lake, Virginia",,Local,Local Residents,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Ammar al-Shami,,Syria,,,Male,,,Journalist,,Crossfire,Killed,Staff,Qasioun News,Photographer,"Human Rights,Politics,War",Internet,Syria,"Marj al-Sultan, Eastern Ghouta",,,"Marj al-Sultan, Eastern Ghouta",,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Ananta Bijoy Das,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Freelance,Freelance,"Internet Reporter,Print Reporter","Culture,Human Rights,Politics","Print,Internet",Bangladesh,Sylhet,,,Sylhet,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Armando Saldaña Morales,,Mexico,,,Male,,,Journalist,,Murder,Killed,Staff,La Ke Buena 100.9 FM,Broadcast Reporter,Crime,Radio,Mexico,Oaxaca,,,Oaxaca,,Local,Criminal Group,Confirmed,,,Complete Impunity,Yes,Yes,No,,,,,,,,,
,Confirmed,Avijit Roy,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/avijit.roy.ap.jpg,AP,Journalist,,Murder,Killed,Freelance,Freelance,"Internet Reporter,Print Reporter","Culture,Human Rights,Politics","Print,Internet",Bangladesh,Dhaka,,,Dhaka,,Foreign,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Batoul Mokhles al-Warrar,,Syria,,,Female,,,Journalist,,Crossfire,Killed,Staff,Noor al-Sham; Radio Damascus,Broadcast Reporter,"Politics,War","Radio,Television",Syria,Damascus,,,Damascus,,Local,Political Group,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Bernard Maris,,France,,,Male,,,Journalist,,Murder,Killed,Freelance,Freelance,Columnist / Commentator,Business,"Print,Internet",France,Paris,,,Paris,,Local,Political Group,Confirmed,,,Partial Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Bernard Verlhac (Tignous),,France,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/tignous%252520RTR4KHGF.jpg,Reuters,Journalist,,Murder,Killed,Freelance,Freelance,Columnist / Commentator,"Culture,Human Rights,Politics","Print,Internet",France,Paris,,,Paris,,Local,Political Group,Confirmed,,,Partial Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Bilal Sharaf al-Deen,,Yemen,,,Male,,,Journalist,,Crossfire,Killed,Staff,Al-Masirah TV,Camera Operator,"Politics,War",Television,Yemen,Sana'a,,,Sana'a,,Local,Military Officials,Confirmed,,,,,,,,,,,,,,,
,Confirmed,Boutros Martin,,South Sudan,,,Male,,,Journalist,,Murder,Killed,Staff,South Sudan Television,Camera Operator,"Politics,War",Television,South Sudan,Western Bahr al Ghazal state,,Western Bahr al Ghazal state,Western Bahr al Ghazal state,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Dalia Marko,,South Sudan,,,Female,,,Journalist,,Murder,Killed,Staff,Raja FM,Broadcast Reporter,"Politics,War",Radio,South Sudan,Western Bahr al Ghazal state,,Western Bahr al Ghazal state,Western Bahr al Ghazal state,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Danilo López,,Guatemala,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/danilo.lopez.ap.jpg,AP,Journalist,,Murder,Killed,Staff,Prensa Libre,Print Reporter,"Corruption,Crime,Politics",Print,Guatemala,Mazatenango,,,Mazatenango,,Local,"Criminal Group, Government Officials",Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Daud Ali Omar,,Somalia,,,Male,,,Journalist,,Murder,Killed,Staff,Radio Baidoa,"Broadcast Reporter,Producer","Culture,Politics",Television,Somalia,Baidoa,,,Baidoa,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,No,,,,,,,,,
,Confirmed,Djalma Santos da Conceição,,Brazil,,,Male,,,Journalist,,Murder,Killed,Staff,RCA FM,Broadcast Reporter,"Corruption,Crime",Radio,Brazil,Conceição da Feira,,,Conceição da Feira,,Local,"Criminal Group, Government Officials",Confirmed,,,Complete Impunity,Yes,Yes,Yes,,,,,,,,,
,Confirmed,Elsa Cayat,,France,,,Female,,,Journalist,,Murder,Killed,Freelance,Freelance,Columnist / Commentator,Culture,"Print,Internet",France,Paris,,,Paris,,Local,Political Group,Confirmed,,,Partial Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Evany José Metzker,,Brazil,,,Male,,,Journalist,,Murder,Killed,Staff,Coruja do Vale,Internet Reporter,"Corruption,Crime",Internet,Brazil,Padre Paraíso,,,Padre Paraíso,,Local,Criminal Group,Confirmed,,,Complete Impunity,Yes,Yes,No,,,,,,,,,
,Confirmed,Fadel al-Hadidi,,Iraq,,,Male,,,Journalist,,Murder,Killed,Staff,Mosul al-Youm; Sada al-Iraq,"Columnist / Commentator,Editor,Print Reporter","Corruption,Human Rights,Politics,War",Print,Iraq,Mosul,,,Mosul,,Local,Political Group,Confirmed,,,Complete Impunity,No,Yes,No,,,,,,,,,
,Confirmed,Faisal Arefin Dipan,,Bangladesh,,,Male,,,Journalist,,Murder,Killed,Staff,Jagriti Prokashoni,Publisher / Owner,,Print,Bangladesh,Dhaka ,,,Dhaka ,,Local,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Fares Hamadi,,,,,Male,https://cpj-photos.s3-us-west-2.amazonaws.com/Fares-Hamadi200.jpg,(Photo courtesy of Eye on the Homeland),Journalist,,Murder,Killed,Staff,Eye on the Homeland,Producer,"Corruption,Human Rights,Politics,War","Print,Internet",Turkey,Urfa,,,Urfa,,Foreign,Political Group,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
,Confirmed,Filadelfo Sánchez Sarmiento,,Mexico,,,Male,,,Journalist,,Murder,Killed,Staff,La Favorita 103.3FM La Voz de la Sierra Sur,"Broadcast Reporter,Print Reporter",Politics,"Print,Radio",Mexico,"Miahuatlán de Porfirio Díaz, Oaxaca",,,"Miahuatlán de Porfirio Díaz, Oaxaca",,Local,Unknown Fire,Confirmed,,,Complete Impunity,No,No,Yes,,,,,,,,,
